postal_district_number,postal_district,postal_district_name,postal_district_label,floor_level,floor_area_band,rent_psm_25th,rent_psm_median,rent_psm_75th,reference_period,period_start,year,quarter
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>300,136.65,167.8,193.96,2021Q4,2021-10-01,2021,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,30 & Below,43.84,57.14,77.19,2021Q4,2021-10-01,2021,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>30 - 100,39.49,56.73,83.87,2021Q4,2021-10-01,2021,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>100 - 300,24.86,49.11,92.88,2021Q4,2021-10-01,2021,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,30 & Below,35.82,47.37,60.37,2021Q4,2021-10-01,2021,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>30 - 100,36.24,57.17,91.9,2021Q4,2021-10-01,2021,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>100 - 300,57.69,61.42,80.46,2021Q4,2021-10-01,2021,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,30 & Below,49.34,65.63,102.04,2022Q1,2022-01-01,2022,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>30 - 100,54.68,59.6,65.27,2022Q1,2022-01-01,2022,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,30 & Below,62.84,105.96,126.0,2022Q1,2022-01-01,2022,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>30 - 100,90.1,108.13,135.61,2022Q1,2022-01-01,2022,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>100 - 300,58.82,86.64,251.57,2022Q1,2022-01-01,2022,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>300,95.06,117.75,119.51,2022Q1,2022-01-01,2022,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,30 & Below,44.83,59.37,95.0,2022Q1,2022-01-01,2022,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>30 - 100,39.18,53.33,82.59,2022Q1,2022-01-01,2022,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>100 - 300,43.1,53.81,170.48,2022Q1,2022-01-01,2022,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>300,64.24,83.72,88.01,2022Q1,2022-01-01,2022,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,30 & Below,37.16,53.7,67.63,2022Q1,2022-01-01,2022,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>30 - 100,45.1,56.33,79.58,2022Q1,2022-01-01,2022,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>100 - 300,37.58,41.08,45.3,2022Q1,2022-01-01,2022,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,30 & Below,38.18,43.33,55.56,2022Q2,2022-04-01,2022,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>30 - 100,51.66,69.44,113.35,2022Q2,2022-04-01,2022,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>100 - 300,59.44,88.98,306.89,2022Q2,2022-04-01,2022,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,30 & Below,72.41,104.5,140.74,2022Q2,2022-04-01,2022,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>30 - 100,62.5,108.11,159.09,2022Q2,2022-04-01,2022,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>100 - 300,56.91,91.09,147.8,2022Q2,2022-04-01,2022,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>300,59.42,86.42,141.3,2022Q2,2022-04-01,2022,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,30 & Below,44.44,66.67,186.5,2022Q2,2022-04-01,2022,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>30 - 100,42.68,66.67,88.6,2022Q2,2022-04-01,2022,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>100 - 300,61.97,66.75,178.92,2022Q2,2022-04-01,2022,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,30 & Below,35.65,43.74,76.19,2022Q2,2022-04-01,2022,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>30 - 100,40.42,47.37,82.94,2022Q2,2022-04-01,2022,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>100 - 300,43.34,76.87,131.21,2022Q2,2022-04-01,2022,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>300,26.84,32.0,60.28,2022Q2,2022-04-01,2022,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,30 & Below,54.18,89.14,166.32,2022Q3,2022-07-01,2022,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>30 - 100,61.28,68.98,88.28,2022Q3,2022-07-01,2022,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>100 - 300,75.88,85.43,208.94,2022Q3,2022-07-01,2022,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,30 & Below,75.37,106.48,155.98,2022Q3,2022-07-01,2022,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>30 - 100,73.1,91.07,141.63,2022Q3,2022-07-01,2022,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>100 - 300,45.73,118.51,275.24,2022Q3,2022-07-01,2022,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>300,117.94,171.3,174.8,2022Q3,2022-07-01,2022,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,30 & Below,45.56,64.17,115.08,2022Q3,2022-07-01,2022,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>30 - 100,42.02,71.11,117.18,2022Q3,2022-07-01,2022,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>100 - 300,75.96,141.4,212.58,2022Q3,2022-07-01,2022,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,30 & Below,47.01,64.0,89.87,2022Q3,2022-07-01,2022,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>30 - 100,36.76,45.12,72.73,2022Q3,2022-07-01,2022,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>100 - 300,44.13,82.24,111.34,2022Q3,2022-07-01,2022,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,30 & Below,48.28,152.56,503.85,2022Q4,2022-10-01,2022,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>30 - 100,69.44,75.0,112.87,2022Q4,2022-10-01,2022,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>100 - 300,67.86,90.67,137.04,2022Q4,2022-10-01,2022,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,30 & Below,81.63,183.3,327.44,2022Q4,2022-10-01,2022,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>30 - 100,69.95,101.26,165.58,2022Q4,2022-10-01,2022,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>100 - 300,57.63,144.64,184.95,2022Q4,2022-10-01,2022,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,30 & Below,61.11,100.0,197.07,2022Q4,2022-10-01,2022,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>30 - 100,42.35,57.78,95.22,2022Q4,2022-10-01,2022,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>100 - 300,57.38,86.17,189.73,2022Q4,2022-10-01,2022,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,30 & Below,44.27,55.56,67.5,2022Q4,2022-10-01,2022,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>30 - 100,42.76,53.13,97.98,2022Q4,2022-10-01,2022,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>100 - 300,39.68,61.35,88.21,2022Q4,2022-10-01,2022,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,30 & Below,49.07,62.75,66.56,2023Q1,2023-01-01,2023,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>30 - 100,58.55,67.62,95.93,2023Q1,2023-01-01,2023,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>100 - 300,45.96,55.18,61.04,2023Q1,2023-01-01,2023,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,30 & Below,83.33,128.29,182.17,2023Q1,2023-01-01,2023,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>30 - 100,74.54,102.16,152.77,2023Q1,2023-01-01,2023,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>100 - 300,78.2,157.81,166.33,2023Q1,2023-01-01,2023,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>300,60.44,86.11,93.11,2023Q1,2023-01-01,2023,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,30 & Below,71.17,164.35,216.26,2023Q1,2023-01-01,2023,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>30 - 100,50.0,71.43,111.76,2023Q1,2023-01-01,2023,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>100 - 300,64.36,73.15,141.17,2023Q1,2023-01-01,2023,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,30 & Below,66.01,86.61,111.78,2023Q1,2023-01-01,2023,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>30 - 100,49.42,60.0,70.44,2023Q1,2023-01-01,2023,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>100 - 300,48.83,63.27,83.32,2023Q1,2023-01-01,2023,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,30 & Below,71.58,98.61,364.86,2023Q2,2023-04-01,2023,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>30 - 100,81.29,86.09,172.56,2023Q2,2023-04-01,2023,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>100 - 300,66.39,82.37,88.51,2023Q2,2023-04-01,2023,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,30 & Below,66.94,113.33,173.18,2023Q2,2023-04-01,2023,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>30 - 100,96.0,140.99,222.66,2023Q2,2023-04-01,2023,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>100 - 300,133.89,164.11,272.97,2023Q2,2023-04-01,2023,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>300,54.7,98.62,145.26,2023Q2,2023-04-01,2023,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,30 & Below,128.0,203.8,247.6,2023Q2,2023-04-01,2023,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>30 - 100,65.79,95.89,161.29,2023Q2,2023-04-01,2023,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>100 - 300,75.02,75.76,103.41,2023Q2,2023-04-01,2023,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,30 & Below,52.48,62.7,89.85,2023Q2,2023-04-01,2023,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>30 - 100,55.56,84.88,124.08,2023Q2,2023-04-01,2023,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,30 & Below,47.94,58.82,73.53,2023Q3,2023-07-01,2023,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>30 - 100,80.0,84.21,104.73,2023Q3,2023-07-01,2023,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,30 & Below,82.17,96.29,157.78,2023Q3,2023-07-01,2023,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>30 - 100,77.57,119.05,154.33,2023Q3,2023-07-01,2023,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>100 - 300,67.74,147.34,201.97,2023Q3,2023-07-01,2023,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>300,71.91,105.49,134.87,2023Q3,2023-07-01,2023,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,30 & Below,71.07,90.83,155.23,2023Q3,2023-07-01,2023,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>30 - 100,75.49,100.0,120.95,2023Q3,2023-07-01,2023,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>100 - 300,60.05,141.03,164.57,2023Q3,2023-07-01,2023,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,30 & Below,53.24,90.91,122.65,2023Q3,2023-07-01,2023,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>30 - 100,56.08,83.33,120.61,2023Q3,2023-07-01,2023,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,30 & Below,56.67,70.59,78.57,2023Q4,2023-10-01,2023,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>30 - 100,69.21,81.65,117.08,2023Q4,2023-10-01,2023,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>100 - 300,50.2,86.63,124.13,2023Q4,2023-10-01,2023,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,30 & Below,80.71,115.79,158.33,2023Q4,2023-10-01,2023,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>30 - 100,85.55,146.75,203.25,2023Q4,2023-10-01,2023,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>100 - 300,93.46,184.62,239.03,2023Q4,2023-10-01,2023,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>300,52.01,66.17,83.42,2023Q4,2023-10-01,2023,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,30 & Below,77.32,123.81,197.37,2023Q4,2023-10-01,2023,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>30 - 100,60.22,86.54,115.32,2023Q4,2023-10-01,2023,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>100 - 300,79.91,97.48,172.44,2023Q4,2023-10-01,2023,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,30 & Below,53.47,65.34,121.75,2023Q4,2023-10-01,2023,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>30 - 100,53.21,77.78,96.44,2023Q4,2023-10-01,2023,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>100 - 300,47.96,71.44,115.91,2023Q4,2023-10-01,2023,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,30 & Below,69.85,111.11,144.35,2024Q1,2024-01-01,2024,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>30 - 100,71.43,76.92,85.11,2024Q1,2024-01-01,2024,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>100 - 300,90.25,107.63,154.42,2024Q1,2024-01-01,2024,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,30 & Below,81.35,110.31,182.74,2024Q1,2024-01-01,2024,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>30 - 100,92.59,117.02,180.9,2024Q1,2024-01-01,2024,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>100 - 300,94.6,126.82,190.97,2024Q1,2024-01-01,2024,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>300,80.38,89.34,99.84,2024Q1,2024-01-01,2024,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,30 & Below,65.31,89.29,134.63,2024Q1,2024-01-01,2024,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>30 - 100,62.31,78.95,103.32,2024Q1,2024-01-01,2024,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,30 & Below,55.87,64.96,116.75,2024Q1,2024-01-01,2024,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>30 - 100,54.43,65.93,93.89,2024Q1,2024-01-01,2024,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>100 - 300,56.66,59.51,83.15,2024Q1,2024-01-01,2024,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,30 & Below,86.96,114.58,218.29,2024Q2,2024-04-01,2024,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>30 - 100,70.24,85.54,117.28,2024Q2,2024-04-01,2024,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>100 - 300,47.47,67.59,112.17,2024Q2,2024-04-01,2024,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>300,58.8,83.72,83.83,2024Q2,2024-04-01,2024,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,30 & Below,104.28,158.33,199.92,2024Q2,2024-04-01,2024,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>30 - 100,85.26,126.27,161.38,2024Q2,2024-04-01,2024,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>100 - 300,136.02,199.44,260.01,2024Q2,2024-04-01,2024,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>300,91.84,100.79,117.57,2024Q2,2024-04-01,2024,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,30 & Below,75.25,110.36,190.71,2024Q2,2024-04-01,2024,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>30 - 100,59.21,82.26,121.21,2024Q2,2024-04-01,2024,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>100 - 300,81.28,101.4,139.1,2024Q2,2024-04-01,2024,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>300,97.09,97.09,110.0,2024Q2,2024-04-01,2024,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,30 & Below,57.14,65.79,90.0,2024Q2,2024-04-01,2024,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>30 - 100,46.16,63.1,110.84,2024Q2,2024-04-01,2024,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>100 - 300,105.4,129.2,175.77,2024Q2,2024-04-01,2024,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>300,60.52,60.53,103.51,2024Q2,2024-04-01,2024,Q2
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,30 & Below,55.07,65.69,78.43,2024Q3,2024-07-01,2024,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>30 - 100,68.18,70.97,77.06,2024Q3,2024-07-01,2024,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>100 - 300,51.99,53.36,76.55,2024Q3,2024-07-01,2024,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>300,45.87,70.11,83.72,2024Q3,2024-07-01,2024,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,30 & Below,88.2,125.35,169.05,2024Q3,2024-07-01,2024,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>30 - 100,89.74,123.15,161.29,2024Q3,2024-07-01,2024,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>100 - 300,89.39,129.73,193.54,2024Q3,2024-07-01,2024,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>300,107.03,159.44,168.68,2024Q3,2024-07-01,2024,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,30 & Below,61.44,90.0,127.45,2024Q3,2024-07-01,2024,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>30 - 100,56.25,92.45,117.34,2024Q3,2024-07-01,2024,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>100 - 300,44.25,106.77,186.13,2024Q3,2024-07-01,2024,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>300,65.93,101.63,150.38,2024Q3,2024-07-01,2024,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,30 & Below,60.87,110.53,163.04,2024Q3,2024-07-01,2024,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>30 - 100,41.94,51.32,60.58,2024Q3,2024-07-01,2024,Q3
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,30 & Below,72.08,121.16,137.85,2024Q4,2024-10-01,2024,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>30 - 100,68.71,81.25,94.58,2024Q4,2024-10-01,2024,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,30 & Below,78.44,104.68,166.1,2024Q4,2024-10-01,2024,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>30 - 100,79.65,95.92,128.31,2024Q4,2024-10-01,2024,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>100 - 300,99.17,116.73,177.57,2024Q4,2024-10-01,2024,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,30 & Below,72.73,86.33,118.52,2024Q4,2024-10-01,2024,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>30 - 100,57.89,81.08,112.9,2024Q4,2024-10-01,2024,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>100 - 300,63.69,93.06,96.35,2024Q4,2024-10-01,2024,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,30 & Below,69.23,86.67,107.69,2024Q4,2024-10-01,2024,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,>30 - 100,55.79,77.33,97.86,2024Q4,2024-10-01,2024,Q4
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,30 & Below,69.89,98.36,117.65,2025Q1,2025-01-01,2025,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>30 - 100,62.89,68.75,74.72,2025Q1,2025-01-01,2025,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",B1 & Below,>100 - 300,55.61,100.79,197.4,2025Q1,2025-01-01,2025,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,30 & Below,91.53,123.08,208.33,2025Q1,2025-01-01,2025,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>30 - 100,89.36,107.57,151.16,2025Q1,2025-01-01,2025,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>100 - 300,59.74,176.22,216.67,2025Q1,2025-01-01,2025,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 1,>300,76.14,79.06,105.92,2025Q1,2025-01-01,2025,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,30 & Below,61.83,93.64,132.09,2025Q1,2025-01-01,2025,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 2 & 3,>30 - 100,62.01,79.0,106.72,2025Q1,2025-01-01,2025,Q1
7,D07,"Middle Road, Golden Mile","D07 / Middle Road, Golden Mile",Level 4 & Above,30 & Below,42.56,70.97,85.12,2025Q1,2025-01-01,2025,Q1
